Test Accuracy : 0.5867
-----------------------------------------------------------
Predicted_Labels || Actual_Labels || Sentence1 || Sentence1
contradiction || contradiction || The oldest remaining part of the castle is the Record Tower (1258), visible as you leave the upper yard. || The Record Tower was the only tower in the castle.
entailment || entailment || The two were finely balanced. || Both were equal.
entailment || contradiction || Have you? || Will you?
entailment || neutral || I was given some proper clothes. || I was given clothes to wear.
neutral || neutral || They kept asking about the noise I heard. || They asked way too many questions about the noise.
neutral || contradiction || More and more streets and entire areas like Les Halles and Beaubourg have been pedestrianized, adding to the profusion of parks, squares, and gardens. || The effort to pedestrianize more areas was stopped in the planning stages long ago.
neutral || neutral || Whether the voters deserve it or not, we're likely to hear a lot more in coming spots about which man is better--or worse. || The voters want to hear more of their spots in the future.
neutral || contradiction || I waiteduntil I heard the outside door clank shutbefore I followed. || I was following even before the outside door shut.
entailment || contradiction || They have now cut off all financial aid to her and refuse to pay for her wedding unless we have it at their house. || The wedding has already been paid for.
entailment || entailment || In New Jersey and Staten Island, candidates from the two major parties debated the relative merits of alternative free-lunch options. || There was a debate in New Jersey about alternative-free lunch options. 
entailment || neutral || What she knows, and what she thinks, determines whether she is a victim or an accomplice, a long-suffering spouse or a kind of co-conspirator. || Her spouse ended up killing someone and she might be an accomplice.
neutral || neutral || A leading pro bono or legal services organization hosts each geographic and practice area. || The most successful and popular organization that offers pro bono services leads each area.
neutral || neutral || Our problem is the idea of the white race in particular. || The white race creates a real problem with our black ideals.
entailment || entailment || boy you can just you go down hill down hill down hill then turn around and work your way back up and uh || You can just fall, then turn around and work your work up again.
entailment || neutral || The antis can call gambling tobacco. || The antis have a right to call gambling tobacco.
entailment || contradiction || Suddenly, the building seemed to loom. || Over the course of time the building seemed to loom.
entailment || entailment || maybe one of these days i'll you know i'm kind of like you maybe one of these days i'll get around to it i'll do something with the piano but probably not || One of these days I will play something on the piano.
contradiction || contradiction || If you don't print it, someone else might beat you to it, and you'll have to talk about it anyway. || If you don't print it, don't worry you'll never need to discuss it.
neutral || neutral || Its enormous, ornate churches are a far cry from the simple biblical sites of the imagination. || These ornate churches have existed since biblical times.
entailment || entailment || It would be more entertaining to consider mixed motives, mitigating circumstances, conflicting social pressures, complicated histories, and then find that in this unique situation you really should shoot the guy. || Mixed motives would be more entertaining to consider.
neutral || contradiction || During the swimsuit competition, while helping Hitler glue his modest one-piece to his modest ass, Buchanan learns that his rival is a pretty nice guy who wants to do no more than conquer Europe and kill all the Jews. || Hitler wanted to do no more than conquer Europe and kill all the Jews according to Barry.
neutral || neutral || You can fish for perch and carp in the lake or for trout in the Riviyre d'Argent (Silver River), or just glide around the lake among the swans. || The water is crystal clear without pollution. 
neutral || neutral || Not so much a melting-pot as a  land of unlimited impossibilities,  Israel compresses a host of sights and lifestyles into a small area, offering a cornucopia of experiences for visitors. || Visitors will enjoy everything Israel has to offer.
contradiction || neutral || Emperor Ashoka commanded his edict-pillars to be built within the monasteries and stupas, of which he had thousands constructed. || The cost of all the edict pillars was non consequential for the rich Emperor Ashoka.
entailment || entailment || The more common experience is to watch a much-admired movie with high hopes only to discover that Magnolia is Short Cuts for dummies, or that Boys Don't Cry has no ideas about its subject beyond those in any of a score of newspaper articles written about the case. || People don't usually have knowledge extending past articles about movies. 
entailment || contradiction || Section 601(3) of title 5, United States Code, provides that the term small business generally has the same meaning as the term 'small business concern' under section 3 of the Small Business Act. || Small business and small business concern generally don't have the same meaning under section 3 of the Small Business Act.
entailment || entailment || so look into that bit the year that they graduate you know before though you know while they're graduating there's all kinds of little bitty money that little clubs will give away churches and everything and they don't even have a dozen applicants because uh uh the kids are going off after the big money || small clubs and churches will give away small amounts of money
neutral || neutral || And little Cynthia?  || What of petite, blonde-haired Cynthia? 
entailment || neutral || Legal Services of Southern Missouri (LSSM) serves 43 counties in this area and is dedicated to ensuring all people, regardless of their income, equal access to legal advice and counsel. || Legal Services of Southern MIssouri serves the poor in the bottom half of the state.
neutral || contradiction || Facing a dramatic influx of Cubans, President Clinton abolished the US policy of automatic asylum to Cuban refugees, placing them in a makeshift tent settlement in Guantanamo Bay Naval Base. || Many Cuban refugees flocked to the United Kingdom.
contradiction || contradiction || from the beginning i would || I would never. 
contradiction || contradiction || Hosts Mickey and Minnie Mouse, Goofy, Donald Duck, and Pluto wander around in their familiar costumes, posing with visitors but never speaking. || There are no Disney characters in the area.
contradiction || contradiction || (Books about Ben Franklin's life). || No one has written about Franklin.
neutral || entailment || Without that final flourish of virtuosity, the shtick would have been just weird. || The shtick would have been weird other than the last flourish.
neutral || neutral || His friendship is important to me, and I take those duties seriously. || His friendship means a lot to me ever since he took me to New York City. 
entailment || contradiction || Randy's Full Responsibility Wraparound || Randy's acceptance of responsibility
contradiction || neutral || 'Now for the hard part.' || The easy part comes after the hard part. 
entailment || entailment || He said there needs to be a shift in priorities. || He spoke about changing what is important. 
contradiction || contradiction || Looking up he saw a figure sitting above on an outcrop of ancient rock. || There was no one on top of the rock.
neutral || neutral || The only people in Greenville who support the Southern Connector are the highway contractors who will benefit financially from the project. || Highway contractors value their interests more than others.
neutral || neutral || Certainly. || Possibly.
entailment || contradiction || A Democrat. || A republican.
contradiction || contradiction || Now they were entering the prison room. || All of them began stepping out of their prison rooms.
contradiction || contradiction || Furthermore, Social Security and health spending alone would exceed total federal revenue. || Social security and health spending would not exceed the federal revenue.
entailment || neutral || The auditors then develop two ratings on a scale of 1 to 5: One rating to indicate the effectiveness of information security controls and a second rating to indicate the level of management awareness. || One to five was chosen by the auditors democratically as their rating scale.
entailment || entailment || The route takes you into the Mangrove Alley, said to be the quietest place in Jamaica, where you can search out the basking reptiles and native birds that call this place home. || The route leads you into the Mangrove Alley.
contradiction || neutral || Yeats was a Protestant in a Catholic country, which, Foster suggests, might have led him to overcompensate with a romantic idealization of Ireland fiercer than that of his Catholic countrymen. || Yeats never expressed any desire to convert to Catholicism.
neutral || contradiction || Golden Buddha statues in several of Buddha's aspects adorn the temples, and overlooking them is the 17-story Flower Pagoda, a slender relic of the Song dynasty (a.d.960 1279). || The temples are unadorned by statues because Buddha prohibited making statues of him.
contradiction || neutral || Dogo Spa is a great place to try out a public don your cotton kimono and clogs, too (if you can manage them). || Dogo Spa hasn't been around for long, but it's already very popular.
neutral || contradiction || The two most clearly marked paths from Tanah Rata, easiest for the whole family, lead within an hour to a refreshing swim at Parit Falls or Robinson Falls. || There are many more paths from Tanah Rata, but they are difficult even for experienced climbers.
contradiction || neutral || identified the management of student financial aid programs, with more than $150 billion in outstanding student loans, as being at high-risk to waste, fraud, abuse, and mismanagement. || The student aid program is mismanaged.
neutral || neutral || it's mind boggling || We'll hear the explanation later.
contradiction || contradiction || I have bitten my tongue all week, but I finally said something to the brat. || I spoke all week.
entailment || entailment || 'I need to use the bathroom first,' I shot back, quickly darting out of sight. || I had to go to the bathroom and left. 
neutral || contradiction || oh well yeah well she likes it she gets to write her reports but like i say she could have bought a much cheaper model and done what she wan ted || She bought the cheapest one she could find and is regretting her choice.
neutral || contradiction || Accordingly, some participants believed that it is time to think about having the SEC operate independently in setting its own funding levels, like the Federal Reserve, and to let the SEC determine and set its own fees, with industry participation, for the activities it conducts. || The SEC ought to be disbanded as it is a fraudulent corporation.
entailment || neutral || You can't fuel real economic growth with indiscriminate credit. || You can't encourage growth if you have bad credit and can't borrow money.
neutral || entailment || The factual record before the Commission demonstrates that Congress' purpose of providing meaningful representation to H-2A workers for claims arising under their employment contracts cannot be accomplished under the original interpretations offered in the Federal Register notice. || The record before the commission shows the providing help to H-2A workers can not be accomplished because of the wording in the Federal Register notice.
contradiction || contradiction || (The same is true for another of Vietnam's most famous  Eddie Adams' photo of the gun-to-temple execution of a Viet Cong.) || It is not true for another of Vietnams' most famous Eddie Adams' photo.
contradiction || contradiction || The workshared mail consists primarily of mail presorted to the 5-digit level, with a small proportion of carrier route presorted mail. || There is no such thing as workshared mail, it is but a myth.
neutral || neutral || Before 1970, however, evaluation case studies were similar to research case studies. || There are many means as to make case studies more accessible to the public.
contradiction || entailment || Sleuths!  || Gumshoes.  
entailment || entailment || With only two roads to speak of, most travel is by foot up and down its endless staircases. || Most travel is done on foot up and down the endless staircases.
entailment || contradiction || Renewed planning efforts and a commitment to build statewide core functions and capacities led to the final planned merger between Appalachian Legal Services and the West Virginia Legal Services Plan. || Despite renewed efforts, the merger between Appalachian Legal Services and the West Virginia Legal Services Plan ultimately collapsed.
contradiction || contradiction || Fair value information is evolving but improvements in reliability are needed. || The information doesn't need to be reliable 
entailment || entailment || In a few moments, they emerged, and Poirot at once stepped forward, and accosted the shorter of the two.  || As soon as they emerged, Poirot stepped forward.
neutral || neutral || It seems to me in America, where we rejoice in the fact that we are a nation devoted to the rule of law, we should not ration access to justice. || We also rejoice and praise our police force.
entailment || neutral || The Commission published the Notice of Proposed Rulemaking in both the Federal Register and the FCC Record, publications that should be easily obtained by small as well as large entities in the telecommunications industry. || The commission published the notice of proposed rulemaking at the last second.
contradiction || contradiction || Let me make clear at this point that I have a great deal of admiration for Representative John McHugh and his staff. || I don't like John McHugh.
contradiction || contradiction || From the top of the Colline Saint-Eutrope, you get a good bird's-eye view of the theater in relation to the triumphal arch and the Rh??ne Valley beyond. || You can't see the theatre from the top of the eutrope.
neutral || entailment || But the finest rum is aged in casks for up to 30 years to produce a spirit comparable to brandy or cognac. || The finest rum is aged in casks for up to 30 years.
neutral || entailment || A very slow smile overspread the face of the other. || The other made a very slow smile.
neutral || neutral || Secret Service agents guard the residence's entrances on the first floor and ground floors, but the first family has privacy in the quarters themselves. || Secret Services agents are highly skilled and are very capable of guarding the residence.
entailment || entailment || Try the pavilion at sunrise and the mosque at sunset. || Visit the pavilion at sunrise and the mosque at sunset.
contradiction || contradiction || Ise-Shima National Park, southeast of Osaka, is home to the Outer and Inner shrines of Ise. || Only the outer shrine of Ise is located in Ise-Shima National Park.
contradiction || contradiction || For example, some of them generally indicated that standardization could make the current system more accessible to the public, thereby leading to more participation in the rulemaking process. || No on has indicated that standardization could make the system more accessible.
entailment || entailment || A relatively new risk area receiving particular attention in organizational policies was user behavior. || One avenue getting more notice is user behavior.
contradiction || contradiction || sounds like the aftermath of like a hurricane down here || This place has never been in a better condition.
contradiction || neutral || The  1) In the Northeast, it didn't live up to billing. || This is the most important point to remember in all of this.
entailment || neutral || As I was saying, her pride and jealousy have been laid aside.  || She is no longer proud and jealous as I was saying.
contradiction || contradiction || The United States has facilitated the importation of foreign agricultural workers in response to alleged shortages of workers in the United States for many years under various programs. || The United States enlisted the help of local workers.
neutral || neutral || For the convenience of the reader I will recapitulate the incidents of those days in as exact a manner as possible.  || I want the reader to easily understand everything. 
neutral || neutral || oh that's crazy || The schedule is crazy.
contradiction || neutral || This is real fighting. || Fighting is wrong.
entailment || neutral || In addition to an interest in the program, potential users may have an ability to influence the conduct of the program. || The program can be changed to help the needs of potential users.
contradiction || neutral || well theirs was so bad and they were so close to the water that the water was coming up and they had to get out of there || They weren't happy.
neutral || contradiction || Let me assure you, this havoc was wreaked with only the greatest regret. || I felt good about wreaking this havoc.
entailment || entailment || Spectacular cliffs crash hundreds of feet below to the deep blue surf. || The distance between the cliffs and sea creates an amazing view.
neutral || neutral || Are involved in periodic reviews, and if so, howfrequently they are involved. || They are involved in reviews every day.
contradiction || contradiction || The FDA did not identify any other statute or executive order imposing procedural requirements relevant to the rule. || The fda identified the order 
neutral || contradiction || Constantine the Great (who was a convert to Christianity) and Licinius ruled east and west respectively, until in 324 Constantine overthrew his pagan ally and reunited the empire. || Constantine the Great died of pneumonia in 310.
contradiction || entailment || holy cow i just walked in i i didn't even i guess it's i can't believe it's over already || I just arrived and I' surprised to find that it's already over.
entailment || neutral || so do you have anything else you want to say about it or || You would like to say something, wouldn't you?
neutral || contradiction || Before a skyscraper can be built, a feng shui (see page 68) investigation must take place to ensure that the site and the building will promote health, harmony, and prosperity. || The investigation will include making sure that health, harmony and prosperity are all oppressed.
entailment || entailment || One, I grant you, but both ” ”!" His words gave me an unpleasant shock.  || I'll let you have one. I was shocked by his meaning.
contradiction || neutral || and i'm there a little before four o'clock to pick them up so he doesn't stay there even an hour and the other child is not even there when i get there and doesn't get there until about four it's about thirty minutes to do a ten minute ride in there little bus and || I get there at 3:50pm.
entailment || neutral || White-gloved sentries guard the main gate of the fort, now the residence of Madeira's military governors. || Due to the ongoing chaos of the war, the fort is now guarded.
neutral || neutral || In a.d. 331, Constantine, the Roman emperor, legalised Christianity and together with his mother, Helen, developed and excavated Christian sites. || Christianity was illegal in the Roman empire up until the 4th century a.d.
entailment || entailment || Changes of nationality have left Alsace with a distinctive dialect, architecture, cuisine, and local pride ' the best of both worlds. || Alsace has a distinctive culture to it. 
contradiction || contradiction || But it wasn't the sort of thing a fellow would be likely to guess." || Everybody would guess that type of thing first.
neutral || neutral || (She'll need the dough to cover her legal expenses--see The Nation , below.) || She needs $5,000 in order to cover her legal expenses.
entailment || entailment || The local fishermen's quarters lie just east of the river, where cows graze along the banks, a scene unexpected in sub-tropical Madeira, where cows are usually confined to tiny huts. || East of the river are the fishermen's quarters.
contradiction || contradiction || so i i i do think that we've learned from it || I don't think we learned anything.
entailment || entailment || Just look at dolphins, the very model of marine sophistication, a creature whose intelligence we're always called upon to admire like some horrible precocious child. || Dolphins are intelligent, sophisticated marine mammals.
entailment || entailment || what you call its || You know.
entailment || entailment || They may do so at any time. || It is possible to do at any time.
entailment || contradiction || Why did everyone say Johnny Shannon was a boy? || Why did everyone say Johnny Shannon was a girl? 
neutral || neutral || Allowing sources to make reductions where it is most economical to do so is one of the reasons cap and trade programs should be less costly than command-and-control programs that achieve the same or even fewer reductions. || A less costly and more effective program should be used more often than not.
entailment || entailment || knowing what you know of course Mike Ditka was in Dallas for years and years as coach is knowing his or you know knowing of his temperament i'm just surprised he ever you know kept the guy around i really am he's such a he's about a half hot head anyway such a temper || Mike Ditka was in Dallas for a long period as coach.
contradiction || contradiction || Mature trees shade lawns and flower beds that are home to numerous birds species and cheeky gray squirrels. || There are no animals of any kind near the trees, flower beds or lawns. 
entailment || contradiction || The five-tiered auditorium, with its incongruous modern ceiling painted by Chagall in 1964, holds a mere 2,000 spectators. || The auditorium can hold up to 20,000 spectators.
entailment || neutral || Mind you, their theory had a rigidly mathematical development and it predicted just such a Galaxy as they describe. || Even though nobody would believe them, they were right.
entailment || entailment || Any nation determined to explode a nuclear bomb in Uncle Sam's front yard would have to be insane to deliver the insult by missile--it might as well affix a return address to the weapon before firing. || It would be insane for a nation to deliver a nuclear bomb to the united states by missile.
contradiction || contradiction || But it can't, because the gambling industry has become so powerful that it's politically untouchable. || It's able to because the gambling industry is at the mercy of the political class.
contradiction || contradiction || At the level of policy, Wachtler has written a fine book, a worthy dissertation on the American penal system. || Wachtler has never written any books.
neutral || neutral || you know you know the jeez you know they're just they're just the scum of the earth and uh i just hate the idea that my tax money might go to support somebody like that || People who commit crimes deserve to suffer. 
neutral || contradiction || Under other circumstances, with a shade more luck, the story would eventually have been told and retold as a heroic and masterly reversal of a lost situation. || The lost situation was saved because of their luck.
contradiction || contradiction || She's a-packing up, and she's just sent down word for me to get her a taxi." || She isn't leaving and locked herself in her room. 
neutral || neutral || The greatest perils to your precious data are the programs you've installed on your computer. || If you're worried about losing your financial data then you should back it up offline. 
neutral || contradiction || caused some damage || Cause repair.
contradiction || contradiction || The survey data collected were used to estimate a WTP equation for improved visibility. || Survey data is not reliable enough to estimate a WTP equation.
entailment || neutral || The programs have hired a Joint Advocacy Coordinator who staffs the Joint Advocacy Project to respond to major issues that cut across program lines and can be addressed most effectively by advocates from multiple programs. || The Joint Advocacy Coordinator has extensive knowledge of all of the programs of the Joint Advocacy Project. 
contradiction || contradiction || uh-huh well it's probably his his his personal time while he's cutting the grass he's probably thinking about something else || He hasn't ever cut the grass.
neutral || neutral || Immediately to the right of Jesus is the weighing of the souls, with Saint Michael trying to stop Satan from cheating. || The position of the art representations has a religious meaning.
contradiction || contradiction || Nothing more. || Nothing less.
entailment || neutral || New Zealand and the United Kingdom held their program managers accountable for efficiently providing specific goods and services. || New Zealand were the ones to firstly initiate their program managers accountability program.
entailment || neutral || Pilgrims visiting the temple reverently drape its branches with white and saffron-colored veils. || The veils represent mysticism and truth.
entailment || neutral || Rather, they should be seen only as illustrations of the different budget and economic outcomes associated with alternative fiscal policy and saving paths based on common demographic and economic assumptions. || Different budget and economic outcomes were illustrated for the use of bettering fiscal policy.
entailment || contradiction || West's writing lacks the lucidity and panache of his Harvard colleague and sometime collaborator Henry Louis Gates. || Henry Louis Gates went to Yale.
contradiction || neutral || um yeah well there was a interesting cartoon in the editorial the other day it was a there was a picture of a shop keeper with this really mean look on his face and empty shelves in back of him and a little rat and a couple of spider webs and || There are always cartooons featured in editorials.
contradiction || contradiction || oh that would be awful i never thought about that you know || It would be really nice, I thought about that a lot.
neutral || neutral || During an election post-mortem (televised on C-SPAN), she suggested that it would have been very difficult for Bob Dole to win the presidency in the Electoral College since, according to her, Bill Clinton went into this election with 300-some electoral votes already locked up, based on the results of the 1992 election. || Bill Clinton won more than 300 electoral college votes in the 1996 election.
contradiction || contradiction || Sheldon Roodman, LAF executive director since 1976, said the foundation has an annual budget of about $12 million. || Sheldon Roodman is not the executive director of LAF.
contradiction || contradiction || And upon his back shall ride,to his conquests, my Lord, you! || The Lord remains in his castle, and sends his knights on conquests without him. 
entailment || contradiction || The friendship between Harrer and the Dalai Lama continues to this day. || The friendship between the two men has ended.
neutral || neutral || Russia's withdrawal of support for Yugoslavia and the bombing of power grids and transportation networks are what really caused Slobodan Milosevic to cave. || He was also brought down by fighting with Hungary.
contradiction || neutral || They can call it vice. || It's not important if it's characterized as a vice or not.
contradiction || contradiction || do they make good quality copies do you think || They make terrible copies.
neutral || entailment || By 1920, the Japanese in Hawaii outnumbered Hawaiians two to one. || At that time there were more than twice as many Japanese in Hawaii as there were natives.
neutral || entailment || FDA concluded that the rule will have a significant impact on a substantial number of small entities. || FDA found the regulation would have a large impact on a huge swath of smaller entities.
contradiction || contradiction || He spoke in a clipped manner now. || He saw no point in saying anything. 
entailment || entailment || There's also an exhibit focusing on the history of Irish independence. || One of the exhibits focuses on the history of Irish independence.
entailment || neutral || Despite Hitler's efforts at persuasion, Spain's new caudillo (strongman), General?γimo Franco, managed to keep Spain out of World War II. || Spain would have joined the war if Franco had not been the Generalissimo.
contradiction || contradiction || The effective interest is compared with the stated interest of the investment. || The defective interest could not be compared with the other.
contradiction || contradiction || 'Oh yes,' White said suddenly, clicking his fingers. || 'Oh no,' White said suddenly.
neutral || neutral || The friezes are more sophisticated, showing archers riding elephants and a king of Kalinga reclining with his queen. || The friezes are extremely popular and all over the internet.
neutral || entailment || By focusing attention on tone, it has deflected attention from content. || Since the focus was on one thing, the other, more important thing was ignored. 
entailment || neutral || One night I was whisked off to London at a moment's notice. || With little warning, I was taken to London for work purposes.
neutral || neutral || he's gotten now to where he can take it better he'll dish it back a little bit but || He dishes it back a bit because he's not so good at taking it.
contradiction || contradiction || It's not a moral issue, it's just stupid. || This is clearly an issue of right and wrong.
entailment || neutral || oh definitely Chinese would uh-huh um-hum yeah because pastas and the and the different types of sauces and things sure yeah || Chinese potsticker sound really good right now.
contradiction || contradiction || oh well there are there is one spot that was just a little bit on the gory side but um it's it's || All of it was pleasant, and non-violent.
contradiction || contradiction || okay right i will every every now and then i'll watch uh ESPN i i get cable on TV and they have uh a couple of shows called Basic Training and um what is the other o ne called || I have never watched ESPN.
neutral || entailment || The Osaka CityTourist Information Office is just inside the main entrance to the Hankyu station. ||  The main entrance of Hankyu station houses the Osaka City Tourist Information Office.
neutral || neutral || i've enjoyed speaking with you || It has been a while since we last spoke.
entailment || neutral || He looked around and noticed that the patients in other beds wouldn't look him in the eye, either. || He looked down and realized he wasn't wearing any pants. 'Ah! That explains it,' he exclaimed.
entailment || neutral || Which is particularly odd given the frequency with which Times readers are left seriously confused about many of the paper's more significant alleged redemptions and original sins. || Times readers are left confused about the stories on the front page.
neutral || neutral || and it didn't get as you know as good a reviews as like the Little Mermaid the last one and got all kinds of Academy Awards and things last year but this one was i thought was excellent the i can't both || It was an excellent movie.
neutral || contradiction || Sixty-four additional statuettes carved into the structure represent characters from Scott's books. || The additional statuettes were carved in honor of the old myths.
contradiction || contradiction || It has been recently done; is it not so?" || Was it done weeks ago?
neutral || neutral || The giant speaks! said Adrin. || Those nearby listened to hear the words of the giant.
contradiction || contradiction || The screening and brief intervention trial he and colleagues conducted in West Virginia did not include a booster session and had a mode intervention time of about 14 minutes. || Their screening and brief intervention trial  had a mode intervention time of approximately 2 minutes.
contradiction || contradiction || He was the example of professionalism, community service and compassion. || He was unprofessional and cared little for serving his community.
entailment || entailment || i was i was just uh oh well let's see i guess we've talked what almost five minutes || We've talked for almost five minutes.
entailment || neutral || A tapa is a mouthful of anything that tastes good and fits on a cocktail stick. || Tapas are often served with limes.
entailment || entailment || oh yeah we've been getting those || We have been experiencing those things.
entailment || entailment || Whose fault is that? || Who is at fault?
contradiction || contradiction || When the snetha-knife kills, it kills completely. || The sneth-knife is nothing to worry about. 
contradiction || contradiction || He also commissioned paintings by Raphael and Titian for the royal collections that are now the pride of the Louvre. || Raphael and Titian refused to paint for him
entailment || neutral || um no we don't but other other offices do they have a box for papers || The office on the left has a box for papers.
contradiction || entailment || because it certainly wasn't sustained || It was momentary.
entailment || contradiction || Food and Drink || Starvation and thirst
neutral || contradiction || If you're a pessimist and don't trust your future self to be frugal, then you might as well spend all your money today so it doesn't fall into the hands of that future spendthrift. || If you don't trust your future self with money, it's best to change your habits now, instead of just spending money.
entailment || entailment || You know, that in the upper right corner, in our second storage room.' || There is a second storage room in the upper right corner.
neutral || neutral || i did have more time and i tried to spend some more time with them and uh you know we did things as a family we went camping quite a bit and we uh you know took trips went to see my folks in Florida and and some of those kind of things || I decided to use the extra time I had to spend with family because I had neglected them in the past.
neutral || entailment || Privatization enthusiasts sometimes admit to this as a transitional problem. || Most enthusiast of privatization admit to this being a problem. 
neutral || neutral || Hot Brass (La Villette) and The New Morning (rue des Petites-Ecuries) attract big American and European musicians, while Le Dunois (rue Dunois) is an intimate place, cultivating more avant-garde music. || The New Morning is a large venue, seating over 30 thousand people.
neutral || neutral || no it was very serious very serious || No one even laughed in the whole period.
neutral || entailment || yeah well i lived down in down in the bottom of a big hollow and we had to pretty much hike out most of the time || Most of the time, I went outdoors.
neutral || contradiction || You will also find the Cumwest Exhibition here, which tells the story of the Western Lakes, the lesser known though no less captivating part of the Lake District. ||  the Cumwest Exhibition is very well known
neutral || contradiction || I'd advise you to make tracks for Russia right away. || I'd encourage you to wait a while before doing anything for Russia.
entailment || contradiction || In what order? || In numerical order.
neutral || neutral || Yet with the discovery of marvelous artifacts and evidence of its cities, Sir Arthur Evans, its principal advocate, made reality out of folklore and myth (see page 33). || These artifacts included a working flying saucer built by aliens.
entailment || entailment || Instead of ancient artefacts it shows the lifestyle and achievements of myriad Jewish communities around the globe through high-tec h audio-visual displays, hands-on exhibits, scale models (many of which are exquisite), and reconstructions. || The achievements of the Jewish communities were on display on the television screens and through speakers.
entailment || neutral || Like Clinton, Starr has used nonexistent or self-imposed secrecy requirements to avoid answering troublesome questions. || Clinton is ashamed of answering some of the questions.
neutral || neutral || How does the fact that such attacks are typical clarify whether Gore is right about Bradley or vice versa? || Comparing these attacks is becoming ridiculous, They are worrying to the people.
entailment || entailment || Across the river, the 19th-century Orsay railway station has been transformed into the Mus??e d'Orsay. || The Orsay railway station across the river has already been transformed.
neutral || neutral || For the five centuries since then, the Buddha has been dispensing his benevolence to visitors in the open air. || Millions of people visit the Buddha statue every year.
entailment || entailment || it's pretty interesting but it's a real good chicken dish it's sort of like a chicken potpie in a way you have a crust on top and all that || It's a good chicken dish, sort of like pot pie. 
neutral || entailment || At the same time, the City Council plan envisages dramatic cuts in the legal departments of many city agencies with a view to transferring the work to the Law Department. || City Council wants to make dramatic cuts to the legal departments of many city agencies.
entailment || contradiction || To attain such concrete notoriety, you must be nominated to the Hollywood Chamber of Commerce and then, if selected, come up with $15,000 to pay for your star. || If you are selected by the Hollywood Chamber of Commerce, you can get your star for free.
contradiction || entailment || You will need a visa to enter China ( for information). || You cannot enter China without authorization.
neutral || neutral || Critics are surprisingly positive about the singer/songwriter/best-selling poet/soon-to-be film actress' second album after the 8 million copy selling Pieces of You . Musically she has matured, and her trademark folksy-bluesy-pop songs are dubbed sweet, soulful (Veronica Chambers, Newsweek ). The lyrics, however are said to be full of hokey self-helpisms, and the album overflows with advice intended to be inspirational (Jon Pareles, the New York Times ). (Buy the album online.) || This artist's second album has been loved by critics, surprisingly, especially because of the success with the public and mediatic attention.
contradiction || contradiction || (Music swells ...) || Music remains stagnant. 
entailment || neutral || The word that is used around Doug is 'operator. || Operator and moderator are the words that are used around Doug.
neutral || neutral || Where did the rage in Kaufman come from, and at what point did it kill the comedy? || Kaufman was angered by artistic restrictions enforced by others.
entailment || contradiction || The natural paste, meanwhile, lacks all bite, and your mouth feels dirtier after you've brushed. || The natural paste cleans your mouth.
neutral || neutral || What about HOMELESS PEOPLE? || What about feeding the homeless people?
entailment || neutral || Kofi Annan ruins Newsweek 's unleash-the-dogs-of-war cover package. || Newsweek regrets including Kofi Annan in the cover package.
entailment || entailment || in in being a speaker for this || Being a speaker.
entailment || entailment || i think i was one okay um first thing i thought of was was just the men that put the flyers on the door and i'm a Christian and i think i feel sorry for people that have to do that you know what i mean i always pray for the guys but when i'm sitting on my couch and it's and a man just walks up and puts his hand on my doorknob || I have sympathy for them.
entailment || neutral || From the little Renaissance church, there's a pretty view over the winding river. || You can see the sunrise from the Renaissance church.
neutral || neutral || To the families involved in the Woburn tragedy, the real climax of this story isn't the downbeat ending of the book or the sleight of hand, let's call the Environmental Protection Agency, upbeat ending of the movie. || The Woburn tragedy killed 4 people and affected dozens of families. 
entailment || contradiction || They should ask the same question of themselves. || They should ask themselves a different question.
contradiction || contradiction || The apparent going premium of 50 percent for a targeted ad on the Internet suggests that Internet advertising may be as likely to reduce total ad spending as to increase it. || Ad spending can only decrease at this time.
neutral || neutral || He knows somethin' 'bout doctorin',"Fowler cut in. || Fowler interrupted the couple, "He has some knowledge of how a doctor would treat this."
entailment || entailment || 'A biographer. || A writer.
entailment || entailment || If you stay here they will rape you, kill you slowly, and eat you on this table. || If you stay you you will get raped killed, and eaten. 
contradiction || contradiction || Once it's known I wouldn't give that" he snapped his fingers "for the life of those two girls. || He said that there was nothing he wouldn't give up for those two little girls.
contradiction || contradiction || 1 The following table identifies the appropriate chapters for reviewing the various steps of an acquisition. || The table gives no information about the appropriate chapters for reviewing the various steps of an acquisition.
neutral || entailment || I'm a registered and certified--"  She stopped then, blushing, and Bork chuckled. || She began talking about her certification but stopped and Bork laughed.
neutral || neutral || that's what i'm making that's what i'm d oing now i'm making dinner || I am preparing dinner for the whole family.
contradiction || contradiction || but uh every time the kids didn't go we'd go and we'd go out there and just you know at at like ten o'clock in the morning and set up and there would be all these people gathered around that you know all the tailgaters and stuff and then everybody would wander into the stadium you know || We would always go with the kids and avoid the place where all the tailgaters were.
entailment || neutral || The higher stalls came later, carved by the Renaissance masters Alonso Berruguete and Felipe Bigarny. || There are more than one hundred stalls of various heights here.
entailment || entailment || The hand with which he raised his glass to his lips shook slightly, but his eyes held Sir James's defiantly. || Though his hands were shaking as he raised the glass, his defiant stare upon Sir James was steady. 
entailment || entailment || yeah you know uh i don't really exactly remember how much it is i think it's about five hundred limit uh you know it's just uh just one for him to fiddle with || I'm not one hundred percent sure but I think it has a limit of around 500. 
entailment || entailment || Most of us have equivalent fantasies, but we'd be ashamed to expose ourselves by putting them out there. || We would be ashamed to put our fantasies out there.
entailment || entailment || The dead woman had not the gift of commanding love.  || The dead woman didn't command love.
